"event_id","disaster_type","location","severity_level","estimated_damage","affected_population"
39,"Hurricane","India",10,8057955.68,67518
4041,"Wildfire","Japan",10,14042906.49,49173
1271,"Landslide","Turkey",10,5501013.17,57706
11509,"Landslide","Philippines",10,13097166.11,44514
4747,"Volcanic Eruption","Indonesia",10,12100137.36,46163
398,"Drought","Philippines",10,3998897.77,59455
16110,"Hurricane","Japan",10,7603082.1,45259
11519,"Hurricane","USA",10,9436838.24,44150
11527,"Earthquake","India",10,8494583.87,50425
16113,"Drought","India",10,15189901.33,56472
5389,"Flood","Indonesia",10,16296475.66,56575
11535,"Volcanic Eruption","Japan",10,6985760.18,45260
14558,"Landslide","Turkey",10,4914978.57,56815
14561,"Volcanic Eruption","Italy",10,13531066.67,58026
4068,"Volcanic Eruption","Italy",10,10260385.09,46006
13405,"Earthquake","India",10,5802814.92,56021
11551,"Earthquake","USA",10,4153253.32,28282
11557,"Drought","Philippines",10,11245423.71,42075
4547,"Earthquake","Chile",10,4609496.62,51453
1480,"Landslide","India",10,3517716.71,47519
4076,"Volcanic Eruption","Chile",10,6734150.61,54711
16135,"Earthquake","USA",10,10522133.33,43583
19147,"Flood","Philippines",10,7262103.43,52295
16137,"Drought","USA",10,14136168.43,48159
13818,"Hurricane","Chile",10,11203260.92,54027
2158,"Drought","Italy",10,9014808.59,43945
19157,"Drought","Japan",10,3814974.54,46985
11582,"Landslide","Philippines",10,13073163.8,44104
11584,"Flood","USA",10,10139333.77,50912
11587,"Drought","USA",10,6543879.95,46557
4086,"Earthquake","Chile",10,8468159.32,32192
19159,"Earthquake","Italy",10,10705793.41,62263
11596,"Hurricane","USA",10,13103277.12,46932
19161,"Flood","Japan",10,12597453.75,42636
13822,"Volcanic Eruption","Chile",10,5871475.43,54001
1284,"Landslide","Philippines",10,5208273.4,56911
11612,"Drought","Japan",10,10103150.89,49637
13823,"Drought","India",10,7281737.14,48970
11620,"Wildfire","Italy",10,16520925.22,57104
5398,"Volcanic Eruption","USA",10,7291685.61,55813
14581,"Volcanic Eruption","Chile",10,10367576.38,44698
4106,"Flood","India",10,7470622.7,47566
16157,"Flood","Japan",10,8065543.05,35854
11639,"Volcanic Eruption","Indonesia",10,6602286.18,53252
11641,"Wildfire","USA",10,5220141.1,54803
6350,"Landslide","India",10,10269762.59,53011
19185,"Flood","India",10,14544733.56,54757
11654,"Flood","India",10,13470497.65,58030
11659,"Earthquake","Japan",10,2732822.07,40040
16159,"Hurricane","Chile",10,11453518.52,40267
11661,"Volcanic Eruption","Turkey",10,13921827.49,51407
11663,"Volcanic Eruption","Chile",10,4245017.99,49718
6358,"Earthquake","Turkey",10,13809952.64,52342
11680,"Earthquake","Italy",10,10709882.74,51724
16161,"Hurricane","Japan",10,4853003.64,52611
11684,"Volcanic Eruption","India",10,14976729.01,53363
1442,"Drought","Indonesia",10,14396142.72,63659
474,"Volcanic Eruption","India",10,2767853.2,53474
1482,"Wildfire","Japan",10,4835388.48,57131
414,"Hurricane","India",10,10669773.22,54529
11694,"Wildfire","Chile",10,3267460.48,46295
1292,"Volcanic Eruption","India",10,14210793.51,64675
4120,"Wildfire","USA",10,9580960.94,47525
698,"Landslide","Italy",10,11927766.46,65367
418,"Earthquake","India",10,4099659.48,62603
14591,"Landslide","Philippines",10,4614183.18,45087
11714,"Flood","Japan",10,9717405.34,50096
16178,"Volcanic Eruption","Japan",10,12470881.72,57568
4124,"Earthquake","Chile",10,7919738.4,48192
4132,"Volcanic Eruption","India",10,2396267.49,45721
19224,"Wildfire","Philippines",10,11738564.44,42472
11726,"Wildfire","India",10,7325712.33,51716
11727,"Landslide","USA",10,7776248.6,52454
11729,"Earthquake","Turkey",10,5724800.75,46541
19225,"Drought","Italy",10,15122125.07,55158
4930,"Earthquake","Indonesia",10,14476065.81,53120
16183,"Wildfire","Philippines",10,11545287.55,45398
4136,"Volcanic Eruption","Italy",10,6870141.72,53362
11749,"Wildfire","India",10,2048323.07,33395
4142,"Earthquake","India",10,9371366.76,46291
6379,"Flood","Italy",10,7530036.24,43336
16188,"Flood","Chile",10,6690621.0,41452
16192,"Hurricane","Japan",10,14136493.52,53017
6381,"Hurricane","India",10,8554720.22,58251
4144,"Earthquake","Japan",10,12758353.09,50758
16197,"Hurricane","USA",10,11551077.82,55519
11768,"Drought","India",10,3632245.22,43327
6386,"Flood","Philippines",10,8989127.4,46410
11772,"Volcanic Eruption","USA",10,7482498.04,56235
6388,"Volcanic Eruption","Japan",10,14054505.33,58701
11778,"Earthquake","USA",10,15114684.19,52307
13425,"Flood","India",10,12234668.29,49297
6391,"Drought","USA",10,7290776.3,42096
19254,"Volcanic Eruption","Chile",10,12257621.84,52548
11789,"Volcanic Eruption","Japan",10,3224854.31,37712
19257,"Landslide","Italy",10,4654175.45,59792
1762,"Volcanic Eruption","Turkey",10,11247569.23,43821
150,"Drought","Turkey",10,7882927.63,58580
13844,"Earthquake","Philippines",10,5837175.18,36083
6396,"Wildfire","Turkey",10,6149392.03,47332
11807,"Landslide","Chile",10,4262853.91,54432
429,"Flood","Japan",10,3915286.94,49212
19278,"Flood","Indonesia",10,8198672.74,45794
11813,"Drought","Chile",10,3289569.18,45651
6397,"Drought","Japan",10,13143406.86,63072
11820,"Landslide","Chile",10,16384382.26,55600
2180,"Wildfire","USA",10,3878417.59,50221
5410,"Earthquake","Indonesia",10,11368437.34,54255
11829,"Landslide","Italy",10,8795088.89,31641
11831,"Landslide","Turkey",10,10190105.32,52756
11832,"Hurricane","Turkey",10,9842542.12,48272
11833,"Landslide","India",10,4171628.23,50338
19292,"Drought","USA",10,6542383.6,53833
4938,"Flood","Philippines",10,2734270.14,45912
19301,"Volcanic Eruption","India",10,4608265.43,51668
4170,"Flood","USA",10,10613572.06,60449
11853,"Earthquake","Philippines",10,14370444.68,50783
5415,"Wildfire","Italy",10,10832727.11,60675
19307,"Wildfire","Chile",10,11010731.63,48331
14609,"Drought","Indonesia",10,7807354.42,43611
11872,"Hurricane","Indonesia",10,3275349.69,57582
4177,"Earthquake","Italy",10,16465899.21,57605
2183,"Earthquake","Turkey",10,9231779.03,43001
19322,"Landslide","Chile",10,5732471.08,39822
5418,"Landslide","Indonesia",10,5954613.09,62607
19329,"Wildfire","Indonesia",10,3527381.4,53131
11890,"Wildfire","Philippines",10,14797684.93,52494
11892,"Landslide","Italy",10,17273698.5,58154
11895,"Flood","Indonesia",10,9925862.17,45037
19334,"Drought","Italy",10,10493454.98,49413
11902,"Landslide","Chile",10,13003791.74,47171
11903,"Drought","India",10,21868934.78,73254
4940,"Volcanic Eruption","Japan",10,2632093.69,42101
4186,"Hurricane","Indonesia",10,2794971.01,54640
4187,"Flood","Japan",10,4675188.92,25498
14615,"Wildfire","Italy",10,5379127.86,49342
16222,"Drought","Indonesia",10,5872720.67,45616
14616,"Landslide","USA",10,6856399.87,44981
19344,"Landslide","Japan",10,10665221.62,63982
19355,"Hurricane","Japan",10,2566517.58,42289
11927,"Volcanic Eruption","Japan",10,5478341.72,58403
11931,"Wildfire","Indonesia",10,2638539.9,39680
19356,"Hurricane","Indonesia",10,15397342.18,51576
11939,"Flood","Philippines",10,5960847.68,50335
4205,"Flood","Chile",10,10671083.13,65734
13432,"Volcanic Eruption","USA",10,3158336.93,52581
4948,"Earthquake","Chile",10,4170148.5,58811
19363,"Landslide","Japan",10,6137534.11,44793
4225,"Flood","USA",10,14079827.16,66136
11957,"Hurricane","Chile",10,6544119.68,54191
6424,"Volcanic Eruption","Chile",10,2684056.66,36878
11964,"Drought","Italy",10,10243009.82,43132
13112,"Landslide","Italy",10,6805835.84,36736
14630,"Hurricane","India",10,2876818.93,47059
4233,"Landslide","Chile",10,14206040.17,56464
4600,"Wildfire","Italy",10,6768152.0,41828
4242,"Volcanic Eruption","Philippines",10,13123744.92,59823
1763,"Wildfire","Chile",10,6266126.2,48662
12000,"Drought","Turkey",10,4890927.48,57834
4246,"Earthquake","Indonesia",10,9673518.48,52119
16255,"Hurricane","India",10,13015206.23,46971
1764,"Drought","USA",10,4172338.17,46425
13880,"Hurricane","Turkey",10,6287330.23,37906
16269,"Hurricane","Indonesia",10,10870838.35,52577
4252,"Volcanic Eruption","Japan",10,9282415.15,41662
13884,"Landslide","India",10,2748322.62,47290
6431,"Drought","India",10,15221912.8,61974
14642,"Earthquake","Indonesia",10,11888170.95,48895
16295,"Flood","Turkey",10,13741072.17,46296
12036,"Earthquake","Chile",10,3855183.86,51500
16299,"Earthquake","Indonesia",10,10249704.74,48133
13887,"Landslide","Japan",10,4100303.3,53098
19414,"Drought","Turkey",10,12335356.0,41656
12054,"Flood","Turkey",10,6710930.94,40510
12059,"Earthquake","Philippines",10,13063882.46,58723
6439,"Volcanic Eruption","USA",10,9012371.29,42373
12065,"Volcanic Eruption","Philippines",10,6811698.36,41002
1308,"Drought","Chile",10,1983407.46,35175
12078,"Earthquake","Italy",10,7170413.66,60485
13893,"Hurricane","India",10,12354933.69,54148
4268,"Wildfire","Italy",10,5380276.1,50048
12086,"Earthquake","Indonesia",10,12483628.77,52845
4951,"Earthquake","Turkey",10,6494201.33,42167
14657,"Earthquake","Italy",10,10854171.9,53492
12094,"Volcanic Eruption","India",10,8782433.1,42639
12098,"Volcanic Eruption","India",10,14982239.86,62015
13443,"Flood","USA",10,10478074.95,51040
4953,"Landslide","USA",10,5594185.72,35034
12117,"Landslide","Indonesia",10,9466801.06,40662
6454,"Flood","USA",10,9326929.8,34672
43,"Flood","Indonesia",10,7546149.33,46399
4274,"Flood","Chile",10,12567691.74,44167
12125,"Earthquake","India",10,5445497.69,47370
4281,"Landslide","India",10,7422927.61,44797
12136,"Landslide","USA",10,3758218.19,36749
12141,"Landslide","Philippines",10,16160225.9,64423
6458,"Drought","India",10,8075421.88,34972
19434,"Drought","Chile",10,4679776.39,45509
16332,"Wildfire","Japan",10,3312147.02,53954
4292,"Wildfire","Japan",10,11310543.08,49585
12163,"Wildfire","Chile",10,10835099.35,51193
4293,"Volcanic Eruption","USA",10,2624831.03,42409
12166,"Volcanic Eruption","Philippines",10,15295832.09,56329
12168,"Flood","Turkey",10,15953845.88,66087
12170,"Flood","Indonesia",10,13386280.26,49524
1321,"Flood","Japan",10,13039770.25,51248
16335,"Wildfire","Indonesia",10,6320897.27,57397
13254,"Drought","Turkey",10,7142706.58,61450
12191,"Drought","Italy",10,3538344.69,31479
14670,"Hurricane","Japan",10,4401536.31,49088
6478,"Flood","India",10,9839055.17,43278
156,"Volcanic Eruption","Philippines",10,13029968.7,50117
19455,"Volcanic Eruption","Philippines",10,11826004.49,46750
712,"Wildfire","Turkey",10,5640088.8,41030
16346,"Volcanic Eruption","Japan",10,9637517.79,44931
465,"Drought","India",10,12773673.57,58539
521,"Volcanic Eruption","USA",10,9492764.22,33162
5453,"Earthquake","Italy",10,4371727.88,48438
13897,"Volcanic Eruption","Chile",10,10524654.45,48119
19476,"Earthquake","Italy",10,12441179.23,45039
6488,"Drought","India",10,7479881.0,47396
13448,"Volcanic Eruption","Japan",10,14276017.81,53481
12236,"Landslide","Italy",10,12782302.16,54291
12253,"Hurricane","Philippines",10,3572414.58,38933
14694,"Landslide","Chile",10,7767064.0,33836
12257,"Wildfire","India",10,4085290.13,45905
1329,"Landslide","Italy",10,3073806.27,36074
13899,"Landslide","Philippines",10,6701245.63,43307
19503,"Drought","Indonesia",10,7960759.79,52473
19507,"Flood","USA",10,8403207.91,53269
4606,"Flood","Chile",10,4652227.28,49285
12276,"Earthquake","Italy",10,12765389.46,51706
12279,"Earthquake","Japan",10,4212827.97,58200
12280,"Flood","Japan",10,6011630.08,56352
12282,"Landslide","Chile",10,5184774.4,48892
12285,"Flood","Chile",10,10823833.82,51073
13459,"Landslide","Turkey",10,12218820.24,42597
19516,"Volcanic Eruption","Japan",10,12897013.62,48524
16383,"Wildfire","Indonesia",10,16083879.31,54945
12295,"Wildfire","Turkey",10,4837575.96,59685
13170,"Volcanic Eruption","Italy",10,3490359.34,43655
4327,"Hurricane","India",10,8908711.35,56697
6497,"Earthquake","Turkey",10,7251405.65,49620
1339,"Hurricane","Japan",10,4635679.26,53078
13907,"Hurricane","Italy",10,5822927.94,46880
449,"Flood","Italy",10,7378321.89,45815
12324,"Volcanic Eruption","Indonesia",10,14926977.66,56780
4335,"Landslide","Philippines",10,11004260.45,42125
12326,"Wildfire","Philippines",10,13000840.83,50157
1350,"Earthquake","Turkey",10,12958676.07,58723
4765,"Volcanic Eruption","Chile",10,10214368.71,36797
4338,"Volcanic Eruption","Turkey",10,15143462.7,53713
16394,"Hurricane","Japan",10,8251651.13,49445
19544,"Landslide","Japan",10,18423844.17,62701
12349,"Flood","Chile",10,11618957.26,57973
16403,"Landslide","Chile",10,13624135.16,50104
19546,"Volcanic Eruption","Chile",10,4724600.87,55482
12352,"Landslide","India",10,7920650.05,52813
16410,"Drought","Philippines",10,16117466.87,55089
6518,"Flood","Chile",10,3166279.02,51260
12357,"Volcanic Eruption","Italy",10,4601459.87,41304
12358,"Landslide","Japan",10,6500240.74,28772
14714,"Earthquake","Chile",10,16887625.85,58050
12361,"Volcanic Eruption","Philippines",10,8389550.94,50764
19559,"Hurricane","Chile",10,6246559.3,59862
12368,"Drought","Indonesia",10,15212311.54,51945
4353,"Earthquake","Indonesia",10,6554429.84,44925
12377,"Hurricane","Chile",10,16632031.77,57566
13911,"Flood","Italy",10,4083552.22,31416
12399,"Earthquake","India",10,10911512.93,60832
19564,"Wildfire","USA",10,11671082.01,47940
4359,"Volcanic Eruption","Philippines",10,4604216.26,50975
588,"Volcanic Eruption","Indonesia",10,13353627.42,49147
16420,"Volcanic Eruption","Indonesia",10,4426741.44,41023
16421,"Drought","Chile",10,5170188.17,42271
13471,"Flood","Italy",10,11042262.8,42816
12420,"Hurricane","Indonesia",10,7116766.43,42978
12421,"Hurricane","Philippines",10,14882482.58,52378
1363,"Volcanic Eruption","Chile",10,20178637.82,67338
4770,"Drought","Philippines",10,7788756.2,58501
12431,"Landslide","Chile",10,2632991.42,42118
16426,"Wildfire","Indonesia",10,3317231.21,49737
12438,"Wildfire","India",10,7546310.19,51777
19594,"Flood","Indonesia",10,5260816.29,55356
12448,"Flood","Turkey",10,5236663.35,48048
19595,"Earthquake","Italy",10,12166533.51,55201
4371,"Earthquake","Indonesia",10,6846452.89,44127
4372,"Landslide","Chile",10,8049704.65,50125
6530,"Landslide","Chile",10,11072094.03,49605
450,"Hurricane","Philippines",10,10330139.81,53784
12467,"Hurricane","Philippines",10,12752157.14,55715
12471,"Landslide","Philippines",10,10970082.7,55077
4378,"Flood","India",10,2984037.13,39799
4773,"Earthquake","Turkey",10,13943058.5,50135
19602,"Landslide","Philippines",10,2416706.16,39998
5476,"Volcanic Eruption","India",10,2692699.88,46972
19615,"Wildfire","Chile",10,6030376.71,48859
4384,"Flood","Turkey",10,10928752.31,47634
12485,"Wildfire","Indonesia",10,4497969.8,54335
1370,"Drought","India",10,6433951.79,59182
719,"Flood","Chile",10,4127803.91,45416
4394,"Landslide","Philippines",10,13817449.35,48954
12492,"Earthquake","Japan",10,11187728.69,50432
12493,"Landslide","India",10,3001900.24,36060
19617,"Volcanic Eruption","Indonesia",10,11209169.89,48452
12496,"Flood","Turkey",10,11789509.93,59464
4395,"Landslide","India",10,9745168.08,52128
1373,"Landslide","USA",10,14281054.98,56312
1608,"Flood","Philippines",10,6511485.42,59960
1380,"Wildfire","India",10,12745872.39,46103
1385,"Flood","Turkey",10,9152680.27,42232
4410,"Drought","Japan",10,6206849.12,37220
12522,"Landslide","Philippines",10,4005291.35,43681
12523,"Drought","Japan",10,8884088.95,64871
16436,"Volcanic Eruption","Italy",10,12640964.67,43368
5482,"Landslide","Philippines",10,10449715.63,45050
14732,"Wildfire","Chile",10,11985340.78,59085
12540,"Hurricane","Indonesia",10,3835342.65,33437
16457,"Landslide","Philippines",10,12442025.02,62555
16460,"Wildfire","India",10,6670865.68,37445
14733,"Earthquake","Philippines",10,17119982.68,58147
12548,"Flood","Japan",10,5382146.35,46973
6552,"Hurricane","Indonesia",10,10308255.67,41016
1798,"Flood","Chile",10,10155126.04,47264
4417,"Hurricane","Japan",10,15916075.38,58639
19650,"Hurricane","Japan",10,14390531.31,48850
12569,"Flood","Turkey",10,4045832.51,55488
19653,"Drought","Turkey",10,10668012.79,48879
1394,"Volcanic Eruption","Japan",10,4787396.32,46347
12588,"Landslide","Japan",10,8185759.01,54119
12589,"Drought","India",10,2856197.02,26735
19656,"Landslide","Italy",10,14708033.91,61030
4427,"Landslide","India",10,5469324.09,47099
4428,"Landslide","India",10,6325857.74,43622
12593,"Earthquake","USA",10,12731104.95,53110
12595,"Earthquake","Italy",10,12419646.86,55001
164,"Drought","Japan",10,4112467.83,46158
14737,"Earthquake","India",10,7762504.17,38248
16489,"Drought","Indonesia",10,9235179.96,35467
4429,"Flood","Indonesia",10,10114216.75,41152
4438,"Flood","Italy",10,7348666.75,65939
12609,"Hurricane","Chile",10,11895950.63,43685
4439,"Flood","India",10,9724125.05,54213
12611,"Hurricane","Italy",10,7351190.9,50638
19671,"Hurricane","India",10,11428767.16,45675
12618,"Drought","India",10,9863610.02,50753
12621,"Flood","India",10,8853068.81,55217
12633,"Volcanic Eruption","India",10,12258295.88,51671
6561,"Hurricane","Turkey",10,7316316.05,57505
12640,"Volcanic Eruption","Philippines",10,10939918.62,50055
16490,"Wildfire","India",10,11650546.83,57301
12650,"Landslide","Chile",10,12359624.29,45009
14744,"Drought","Philippines",10,10884110.94,42331
4440,"Earthquake","Turkey",10,2487462.18,46039
12655,"Landslide","Indonesia",10,10056399.85,62345
1404,"Volcanic Eruption","Chile",10,2524521.63,42311
12663,"Flood","Japan",10,6579662.61,40972
19687,"Hurricane","Chile",10,7973587.36,43072
19688,"Hurricane","Indonesia",10,14300649.15,48643
4449,"Volcanic Eruption","Chile",10,6095981.93,47745
4777,"Drought","USA",10,6396230.06,50915
12684,"Hurricane","USA",10,16293439.31,56466
16495,"Flood","India",10,4997819.54,53907
19693,"Wildfire","Italy",10,3466718.45,60856
19702,"Landslide","Turkey",10,17889796.79,64882
16499,"Earthquake","India",10,5455643.86,55713
12694,"Hurricane","Turkey",10,17868657.74,62622
12695,"Flood","USA",10,13580527.65,66136
14748,"Volcanic Eruption","Italy",10,11429528.27,57903
12704,"Landslide","Turkey",10,7680190.69,36341
4779,"Flood","Japan",10,3381277.41,57646
4457,"Landslide","Turkey",10,10811987.04,55073
1455,"Flood","USA",10,5768606.29,42503
1801,"Flood","Turkey",10,5416679.91,39535
6570,"Hurricane","Turkey",10,3817699.17,54353
19730,"Wildfire","Philippines",10,14173974.92,54725
4459,"Landslide","Philippines",10,3488672.42,56394
12731,"Landslide","Italy",10,3696537.6,51168
19732,"Landslide","Japan",10,4989397.9,40883
19741,"Drought","India",10,4139447.67,44897
12736,"Hurricane","Italy",10,7266276.71,39789
12739,"Landslide","Chile",10,8762872.93,51126
14759,"Volcanic Eruption","Japan",10,12051187.88,50354
5500,"Volcanic Eruption","USA",10,12643389.3,48510
19748,"Wildfire","USA",10,14332686.43,59510
12752,"Wildfire","India",10,5262129.64,46806
6577,"Hurricane","Italy",10,11261055.64,56690
19752,"Wildfire","Chile",10,9345539.18,45262
16517,"Drought","Turkey",10,5926440.92,59906
12762,"Volcanic Eruption","Italy",10,19048589.57,63857
12764,"Earthquake","Turkey",10,12501193.78,64279
12771,"Wildfire","USA",10,5390386.01,58673
12772,"Wildfire","Chile",10,9366426.39,47110
12775,"Hurricane","USA",10,14768982.86,61477
19758,"Landslide","USA",10,10875862.43,40049
4996,"Earthquake","Philippines",10,10153348.74,58691
12781,"Flood","USA",10,10494032.84,48842
19770,"Earthquake","Turkey",10,10202133.82,51072
16523,"Hurricane","Japan",10,16551580.58,56152
16524,"Flood","USA",10,9244266.06,49123
4464,"Earthquake","Italy",10,7094034.82,50769
14763,"Landslide","Turkey",10,5128554.2,51352
12833,"Volcanic Eruption","USA",10,7904056.54,65129
12834,"Landslide","Chile",10,4677428.22,49598
4465,"Drought","Chile",10,13562938.76,54691
6592,"Flood","Philippines",10,12155059.55,63615
12845,"Flood","Italy",10,9716307.25,38434
16535,"Volcanic Eruption","USA",10,11044698.66,56672
12852,"Landslide","Japan",10,11991523.44,47413
12859,"Volcanic Eruption","India",10,9997760.33,42955
19786,"Flood","Italy",10,11051567.71,69536
4997,"Hurricane","Indonesia",10,3070066.65,58422
4469,"Volcanic Eruption","Turkey",10,8968410.53,54227
12870,"Hurricane","Indonesia",10,5930170.23,52045
19790,"Landslide","India",10,9512350.98,58813
16542,"Flood","Indonesia",10,3323261.63,57120
4476,"Volcanic Eruption","Chile",10,6307433.61,46313
12884,"Drought","USA",10,8484995.16,42132
12885,"Hurricane","Italy",10,7913226.64,60066
12894,"Flood","Turkey",10,3601872.92,45629
6599,"Hurricane","Indonesia",10,12615041.74,57667
1806,"Wildfire","Philippines",10,16794293.9,67076
12902,"Wildfire","Indonesia",10,7940146.33,42099
12903,"Landslide","Chile",10,2504763.43,42808
14767,"Earthquake","Japan",10,10706956.09,52200
19813,"Drought","Indonesia",10,10532631.27,42167
4482,"Landslide","Indonesia",10,7688281.7,67353
12913,"Landslide","USA",10,7699553.09,57638
12914,"Wildfire","Chile",10,8278958.72,55920
19817,"Hurricane","Turkey",10,6356520.4,49028
4486,"Drought","Philippines",10,7506629.99,43304
12920,"Wildfire","Japan",10,5816809.89,48965
1412,"Earthquake","Turkey",10,4374878.3,48225
12922,"Drought","India",10,6947727.36,49597
12926,"Flood","Italy",10,8900216.19,55511
12927,"Earthquake","USA",10,3427717.53,41079
12936,"Hurricane","Italy",10,6273515.33,43441
19825,"Volcanic Eruption","Italy",10,14199876.28,48830
16548,"Drought","India",10,12940173.5,47929
16549,"Wildfire","Philippines",10,10220778.87,42641
13476,"Flood","USA",10,8700324.46,51653
19843,"Hurricane","Philippines",10,7783955.04,46438
12961,"Landslide","Philippines",10,9435056.47,60464
12962,"Volcanic Eruption","Italy",10,4954124.24,53577
6607,"Earthquake","Japan",10,12049941.12,58831
14772,"Hurricane","Turkey",10,15698965.51,66707
2230,"Hurricane","Indonesia",10,2218579.45,41590
19853,"Drought","USA",10,17035368.71,57946
13936,"Drought","India",10,13772732.89,58497
12975,"Hurricane","USA",10,3214923.09,36186
125,"Wildfire","India",10,3505391.57,48849
6614,"Drought","Indonesia",10,5037241.02,47337
19858,"Volcanic Eruption","India",10,6490587.43,39852
14781,"Landslide","Italy",10,13201604.05,54380
12991,"Drought","Philippines",10,5970259.58,57752
14783,"Hurricane","Philippines",10,10251446.79,47826
12994,"Volcanic Eruption","Chile",10,7268190.98,46056
19866,"Drought","USA",10,17991538.85,63934
528,"Wildfire","Indonesia",10,5069565.29,62177
16561,"Volcanic Eruption","Philippines",10,7809332.47,54728
5004,"Flood","India",10,5427736.05,49001
1426,"Earthquake","Italy",10,12300629.41,53686
13017,"Hurricane","Chile",10,9093399.11,43935
1811,"Volcanic Eruption","Philippines",10,8837507.68,55029
13024,"Flood","Chile",10,14706263.84,56492
19873,"Wildfire","India",10,7802502.35,53533
2245,"Hurricane","India",10,14280302.43,55963
13037,"Landslide","Japan",10,3944869.17,42346
13040,"Drought","USA",10,8042521.64,61065
1613,"Drought","USA",10,5116608.64,47906
4527,"Hurricane","Indonesia",10,9978166.39,60665
12341,"Drought","Italy",9,9889793.0,38680
4339,"Wildfire","Turkey",9,10999568.03,45151
12350,"Drought","Indonesia",9,3519379.87,53737
4345,"Earthquake","Indonesia",9,3918541.41,35912
1359,"Drought","Philippines",9,11378435.62,49168
12356,"Wildfire","Philippines",9,9366031.52,34984
12359,"Volcanic Eruption","Indonesia",9,4132254.4,36846
4352,"Hurricane","Japan",9,4752682.21,34737
12384,"Volcanic Eruption","Italy",9,4836547.33,31447
12401,"Flood","Indonesia",9,5492698.83,34330
12410,"Volcanic Eruption","Indonesia",9,8862391.61,48781
4363,"Wildfire","USA",9,6115848.1,32846
12416,"Earthquake","Indonesia",9,14182121.09,54381
12418,"Wildfire","Chile",9,5481356.16,38959
1364,"Flood","USA",9,11564633.51,51548
12432,"Flood","Indonesia",9,1673968.44,27217
12442,"Earthquake","Italy",9,8068082.17,36275
12456,"Drought","India",9,7846993.35,41659
12461,"Wildfire","India",9,6330428.05,49302
1366,"Wildfire","Italy",9,11320020.62,41044
12477,"Hurricane","Japan",9,6850932.24,43791
12478,"Wildfire","Italy",9,9852887.15,45146
12481,"Landslide","Italy",9,12943039.22,49607
4388,"Hurricane","Philippines",9,5996009.31,55267
12494,"Flood","Indonesia",9,5534924.98,24719
12502,"Hurricane","Indonesia",9,4317955.88,31720
12525,"Earthquake","India",9,4663639.52,45666
4414,"Wildfire","India",9,9243684.4,39951
4415,"Landslide","Indonesia",9,12776288.38,43981
12542,"Landslide","Chile",9,9362372.55,44827
12543,"Earthquake","USA",9,4286320.44,39290
12547,"Earthquake","USA",9,5623605.33,53269
12552,"Volcanic Eruption","USA",9,5004441.1,32015
12554,"Hurricane","Italy",9,10814664.77,38477
1391,"Hurricane","Chile",9,6523629.8,26979
12576,"Earthquake","India",9,7550636.08,43980
4426,"Landslide","Indonesia",9,13206156.31,54353
12596,"Drought","Philippines",9,12444761.87,49113
12599,"Hurricane","Indonesia",9,3343088.29,35171
12602,"Landslide","Turkey",9,7090374.09,32978
12612,"Drought","Chile",9,5724630.08,59737
12638,"Flood","Turkey",9,6688204.28,42639
12648,"Volcanic Eruption","Italy",9,12185489.61,53204
12651,"Hurricane","Italy",9,4571064.72,45542
12669,"Flood","India",9,4388204.88,46317
12677,"Earthquake","Japan",9,10858986.44,42527
4455,"Landslide","Turkey",9,7321269.8,53692
4456,"Hurricane","Chile",9,3686295.41,38558
12688,"Volcanic Eruption","Philippines",9,5254275.97,48229
12689,"Hurricane","Indonesia",9,7831139.72,51145
12693,"Drought","Italy",9,3816655.83,40132
12696,"Volcanic Eruption","USA",9,3886769.92,45461
12705,"Earthquake","Japan",9,7735887.99,49374
4458,"Drought","Chile",9,11789992.72,55603
12718,"Landslide","Philippines",9,6520731.79,26816
12724,"Volcanic Eruption","Indonesia",9,7800544.08,38489
12727,"Volcanic Eruption","Indonesia",9,10875079.11,44565
12734,"Wildfire","Indonesia",9,14807570.88,53037
12735,"Earthquake","Italy",9,11686184.57,68015
12747,"Hurricane","USA",9,6253179.89,47086
12750,"Wildfire","Turkey",9,14066278.93,55366
12751,"Wildfire","Japan",9,5020174.25,56122
12759,"Drought","USA",9,2589908.81,48424
1405,"Drought","Philippines",9,10179722.9,44220
12761,"Landslide","Philippines",9,16086389.53,54314
12779,"Wildfire","Indonesia",9,9326258.37,48637
1407,"Drought","Chile",9,6134995.85,49778
12788,"Wildfire","Japan",9,4004984.81,66275
12793,"Wildfire","Indonesia",9,8461982.43,39591
12810,"Drought","India",9,6085746.14,48080
12829,"Flood","Indonesia",9,6773329.78,51779
4467,"Drought","Japan",9,6299663.62,35390
4468,"Landslide","Italy",9,3289236.92,48218
12862,"Earthquake","India",9,13762106.89,54859
12863,"Volcanic Eruption","India",9,6244881.13,44129
4470,"Wildfire","India",9,10888944.62,39632
1409,"Earthquake","Italy",9,4087403.34,46356
4479,"Volcanic Eruption","Chile",9,10007998.75,44907
12901,"Flood","USA",9,8223024.93,55878
12905,"Earthquake","Japan",9,12350111.11,45560
12909,"Landslide","Japan",9,6419005.4,34890
12917,"Drought","Turkey",9,4439782.82,52235
1416,"Wildfire","Philippines",9,9739648.59,41439
4491,"Wildfire","Italy",9,8348965.62,47779
12947,"Volcanic Eruption","Chile",9,13151874.15,53091
4495,"Volcanic Eruption","Philippines",9,6989753.3,37196
12954,"Flood","Italy",9,6283945.69,49890
4497,"Drought","USA",9,15176328.87,64524
4498,"Drought","Chile",9,14387649.04,56059
